incident_type,state_name,incident_year,month,damageCategory,avg_month,total_amount
Severe Storm,Mississippi,2010,May,Recreational or Other,4,73834
Severe Storm,South Dakota,2019,October,Debris Removal,6,73769
Severe Storm,Mississippi,2019,December,Emergency Work Donated Resources,16,73513
Severe Storm,Connecticut,2013,March,Debris Removal,4,73476
Severe Storm,Tennessee,2010,May,Water Control Facilities,5,73433
Severe Storm,Maine,2018,May,Management Costs,31,73242
Severe Storm,New York,2011,February,Public Buildings,9,73114
Severe Storm,Oklahoma,2011,June,Recreational or Other,5,72653
Severe Storm,New Hampshire,2018,January,Management Costs,22,72066
Severe Storm,Maine,2013,March,Debris Removal,4,71976
Severe Storm,Virgin Islands of the U.S.,2010,November,State Management,45,71506
Severe Storm,South Dakota,2022,August,Buildings and Equipment,8,70832
Severe Storm,Iowa,2018,September,Buildings and Equipment,8,70773
Severe Storm,Massachusetts,2013,April,Public Buildings,24,70599
Severe Storm,North Dakota,2013,October,State Management,28,70340
Severe Storm,Iowa,2018,August,Direct Administrative Costs,5,70248
Severe Storm,Tennessee,2011,March,State Management,3,69739
Severe Storm,New Jersey,2015,July,Public Utilities,3,69557
Severe Storm,Arkansas,2020,July,Roads and Bridges,10,69555
Severe Storm,Nebraska,2010,October,Public Buildings,10,69395
Severe Storm,Vermont,2012,June,Public Utilities,2,69331
Severe Storm,Tennessee,2023,August,Buildings and Equipment,11,69098
Severe Storm,Idaho,2010,July,Recreational or Other,6,68979
Severe Storm,Oklahoma,2024,April,"Parks, Recreational Facilities, and Other Items",5,68911
Severe Storm,South Dakota,2022,June,Emergency Work Donated Resources,7,68740
Severe Storm,Tennessee,2011,July,State Management,17,68409
Severe Storm,Alaska,2012,February,Debris Removal,2,68322
Severe Storm,Iowa,2019,April,"Parks, Recreational Facilities, and Other Items",6,67848
Severe Storm,New Mexico,2013,October,Roads and Bridges,8,67671
Severe Storm,New York,2010,April,Water Control Facilities,4,67518
Severe Storm,New York,2019,December,Emergency Work Donated Resources,24,67506
Severe Storm,American Samoa,2014,September,Public Buildings,2,67126
Severe Storm,South Carolina,2020,May,"Parks, Recreational Facilities, and Other Items",28,67050
Severe Storm,Nebraska,2013,November,Recreational or Other,3,67028
Severe Storm,Maine,2018,May,Direct Administrative Costs,11,66858
Severe Storm,Minnesota,2011,June,Recreational or Other,4,66828
Severe Storm,Louisiana,2013,February,Public Buildings,5,66235
Severe Storm,Virginia,2011,November,Debris Removal,4,65998
Severe Storm,Connecticut,2013,March,Public Utilities,6,65992
Severe Storm,Connecticut,2015,April,Recreational or Other,8,65951
Severe Storm,Iowa,2010,March,Roads and Bridges,5,65558
Severe Storm,South Dakota,2010,November,Protective Measures,2,65403
Severe Storm,Kansas,2016,October,Public Buildings,3,64838
Severe Storm,Idaho,2015,December,Protective Measures,2,64796
Severe Storm,Arkansas,2010,February,Recreational or Other,6,64749
Severe Storm,West Virginia,2012,July,Recreational or Other,2,64414
Severe Storm,Nevada,2017,February,Public Utilities,6,64181
Severe Storm,Minnesota,2022,August,Emergency Protective Measures,4,64006
Severe Storm,Tennessee,2010,September,Public Buildings,9,64004
Severe Storm,New Hampshire,2013,March,Public Buildings,5,63979
Severe Storm,Alaska,2012,February,Protective Measures,4,63975
Severe Storm,New Hampshire,2015,March,Public Buildings,5,63682
Severe Storm,Puerto Rico,2010,June,Debris Removal,7,63610
Severe Storm,Puerto Rico,2011,July,Protective Measures,8,63333
Severe Storm,North Dakota,2022,July,Emergency Work Donated Resources,8,63147
Severe Storm,Arkansas,2016,May,Protective Measures,8,62806
Severe Storm,New Hampshire,2024,February,Debris Removal,5,62243
Severe Storm,Vermont,2019,June,Emergency Protective Measures,8,62049
Severe Storm,Connecticut,2013,March,Recreational or Other,8,61881
Severe Storm,Wisconsin,2010,October,State Management,30,61755
Severe Storm,Maine,2024,March,Emergency Protective Measures,5,61755
Severe Storm,Illinois,2010,August,State Management,30,61631
Severe Storm,Arkansas,2013,September,State Management,9,61607
Severe Storm,Kentucky,2010,May,Water Control Facilities,5,61477
Severe Storm,Wisconsin,2010,October,Public Buildings,5,61281
Severe Storm,New Hampshire,2010,March,Recreational or Other,5,60465
Severe Storm,Maryland,2012,August,State Management,2,59651
Severe Storm,Idaho,2016,February,Protective Measures,1,59229
Severe Storm,Arkansas,2010,February,Debris Removal,2,59200
Severe Storm,South Dakota,2013,May,State Management,5,58953
Severe Storm,Maine,2011,February,Public Utilities,3,58703
Severe Storm,Iowa,2022,February,Roads and Bridges,9,57792
Severe Storm,Vermont,2015,February,Protective Measures,2,57668
Severe Storm,Nebraska,2018,August,Section 324 Management Costs,3,57025
Severe Storm,Florida,2013,August,Public Buildings,6,56812
Severe Storm,Arkansas,2023,November,Emergency Protective Measures,5,56738
Severe Storm,Kansas,2016,October,Protective Measures,4,56675
Severe Storm,Massachusetts,2012,January,Public Buildings,5,56655
Severe Storm,Maryland,2012,August,Recreational or Other,3,56573
Severe Storm,Connecticut,2018,December,"Parks, Recreational Facilities, and Other Items",5,56319
Severe Storm,Nebraska,2010,October,Debris Removal,3,55792
Severe Storm,Oklahoma,2024,April,Emergency Protective Measures,4,55629
Severe Storm,Minnesota,2022,August,"Parks, Recreational Facilities, and Other Items",5,55442
Severe Storm,Oregon,2019,July,Emergency Work Donated Resources,13,55396
Severe Storm,Tennessee,2017,June,Recreational or Other,3,55279
Severe Storm,South Dakota,2022,August,Debris Removal,5,55267
Severe Storm,South Dakota,2015,July,Protective Measures,13,55124
Severe Storm,Wisconsin,2013,August,Water Control Facilities,5,54698
Severe Storm,Rhode Island,2024,March,Roads and Bridges,6,54682
Severe Storm,South Dakota,2017,February,Debris Removal,3,54631
Severe Storm,Arizona,2018,August,Debris Removal,11,54435
Severe Storm,New Mexico,2011,March,State Management,2,54313
Severe Storm,Arizona,2010,December,Debris Removal,2,54186
Severe Storm,Vermont,2018,January,Buildings and Equipment,6,54035
Severe Storm,Oklahoma,2012,June,Protective Measures,5,53925
Severe Storm,New Hampshire,2017,August,Buildings and Equipment,28,53829
Severe Storm,Tennessee,2014,August,Protective Measures,4,53705
Severe Storm,Kentucky,2022,February,Water Control Facilities,13,53370
Severe Storm,Florida,2023,April,"Parks, Recreational Facilities, and Other Items",11,52819
Severe Storm,Mississippi,2023,August,Buildings and Equipment,10,52667
Severe Storm,Missouri,2014,October,Recreational or Other,4,52607
Severe Storm,Iowa,2019,April,Management Costs,7,52562
Severe Storm,Iowa,2014,July,Recreational or Other,3,52513
Severe Storm,Arkansas,2011,July,Public Buildings,4,52490
Severe Storm,Iowa,2018,August,Emergency Work Donated Resources,8,52482
Severe Storm,West Virginia,2019,August,Buildings and Equipment,6,52333
Severe Storm,Vermont,2011,July,Public Buildings,7,52233
Severe Storm,South Dakota,2017,February,Public Buildings,6,51926
Severe Storm,Hawaii,2012,April,State Management,6,51880
Severe Storm,Arkansas,2020,July,Buildings and Equipment,10,51750
Severe Storm,Tennessee,2020,April,Emergency Work Donated Resources,27,51619
Severe Storm,Kansas,2018,October,Emergency Protective Measures,7,51463
Severe Storm,Idaho,2021,March,Buildings and Equipment,9,51071
Severe Storm,Arkansas,2014,April,Water Control Facilities,4,51066
Severe Storm,New Hampshire,2024,April,"Parks, Recreational Facilities, and Other Items",5,51034
Severe Storm,Missouri,2011,March,Recreational or Other,3,50838
Severe Storm,New Hampshire,2024,February,Emergency Protective Measures,6,50710
Severe Storm,Kentucky,2014,September,Protective Measures,3,50673
Severe Storm,Rhode Island,2024,March,Debris Removal,4,50571
Severe Storm,Vermont,2015,July,State Management,5,50522
Severe Storm,Arizona,2021,September,Water Control Facilities,17,50469
Severe Storm,Wyoming,2011,July,Water Control Facilities,3,50376
Severe Storm,Kentucky,2024,July,Emergency Protective Measures,2,50257
Severe Storm,Maine,2018,May,Water Control Facilities,46,49932
Severe Storm,Iowa,2018,September,Utilities,7,49916
Severe Storm,Kentucky,2023,May,"Parks, Recreational Facilities, and Other Items",7,49836
Severe Storm,Montana,2021,August,Emergency Protective Measures,6,49808
Severe Storm,Idaho,2021,March,Emergency Protective Measures,7,49749
Severe Storm,Utah,2012,February,Roads and Bridges,1,49534
Severe Storm,Coushatta Tribe,2021,March,Buildings and Equipment,8,49500
Severe Storm,Arkansas,2011,July,Roads and Bridges,2,48803
Severe Storm,Kansas,2016,October,Public Utilities,3,48722
Severe Storm,Arkansas,2016,May,Public Buildings,4,48696
Severe Storm,Louisiana,2013,February,Water Control Facilities,3,48493
Severe Storm,Vermont,2011,July,Debris Removal,7,48302
Severe Storm,South Dakota,2010,November,Public Buildings,2,48224
Severe Storm,Arkansas,2024,May,Buildings and Equipment,4,48117
Severe Storm,Iowa,2015,July,Public Buildings,3,48015
Severe Storm,Tennessee,2010,September,State Management,13,47937
Severe Storm,Arkansas,2013,June,Recreational or Other,2,47913
Severe Storm,North Dakota,2021,September,Emergency Protective Measures,4,47796
Severe Storm,Kansas,2019,February,Utilities,9,47629
Severe Storm,Nebraska,2018,August,Utilities,5,47566
Severe Storm,Kansas,2015,July,Water Control Facilities,7,47228
Severe Storm,New Hampshire,2017,August,"Parks, Recreational Facilities, and Other Items",16,47121
Severe Storm,Rhode Island,2015,April,Roads and Bridges,7,47086
Severe Storm,New Hampshire,2023,March,Emergency Protective Measures,6,47051
Severe Storm,Missouri,2011,March,Public Utilities,2,47000
Severe Storm,North Dakota,2024,February,Management Costs,6,46979
Severe Storm,Oklahoma,2019,August,Management Costs,23,46756
Severe Storm,Kansas,2012,May,Recreational or Other,2,46547
Severe Storm,Iowa,2010,March,Public Buildings,5,46531
Severe Storm,Kentucky,2015,August,Public Buildings,6,46026
Severe Storm,Vermont,2015,February,State Management,6,45976
Severe Storm,Virgin Islands of the U.S.,2010,November,Public Utilities,14,45933
Severe Storm,Idaho,2010,July,Debris Removal,2,45882
Severe Storm,Oklahoma,2023,July,Roads and Bridges,6,45558
Severe Storm,Kentucky,2014,September,Water Control Facilities,3,45530
Severe Storm,West Virginia,2015,May,Debris Removal,7,45297
Severe Storm,Oregon,2014,April,Roads and Bridges,10,44677
Severe Storm,Kentucky,2016,August,Protective Measures,5,44619
Severe Storm,Wyoming,2017,March,Debris Removal,1,44515
Severe Storm,New Hampshire,2024,April,Emergency Protective Measures,5,44014
Severe Storm,Arkansas,2016,February,Public Buildings,8,43909
Severe Storm,Vermont,2019,June,Utilities,9,43830
Severe Storm,New York,2023,July,Water Control Facilities,8,43565
Severe Storm,Tennessee,2010,September,Protective Measures,4,43466
Severe Storm,Virginia,2012,July,Recreational or Other,3,43303
Severe Storm,Louisiana,2013,February,Recreational or Other,5,43211
Severe Storm,Iowa,2020,September,Emergency Protective Measures,8,43156
Severe Storm,Maine,2018,January,Management Costs,32,42691
Severe Storm,Tennessee,2023,May,"Parks, Recreational Facilities, and Other Items",7,42231
Severe Storm,Tennessee,2017,June,State Management,1,42055
Severe Storm,Oklahoma,2010,February,Debris Removal,4,42026
Severe Storm,Nevada,2023,April,"Parks, Recreational Facilities, and Other Items",10,41528
Severe Storm,North Dakota,2010,April,Roads and Bridges,3,41371
Severe Storm,Kentucky,2010,July,Recreational or Other,4,41180
Severe Storm,South Dakota,2010,September,State Management,3,40931
Severe Storm,New Mexico,2013,October,Public Buildings,17,40861
Severe Storm,Vermont,2018,January,"Parks, Recreational Facilities, and Other Items",6,40721
Severe Storm,Nebraska,2022,July,Debris Removal,7,40573
Severe Storm,Alaska,2021,February,"Parks, Recreational Facilities, and Other Items",13,40550
Severe Storm,Utah,2012,February,State Management,37,40518
Severe Storm,Nebraska,2010,February,Recreational or Other,5,40163
Severe Storm,West Virginia,2012,July,State Management,34,39889
Severe Storm,Georgia,2021,May,Water Control Facilities,4,39842
Severe Storm,Oklahoma,2012,June,Recreational or Other,14,39785
Severe Storm,California,2023,May,Emergency Protective Measures,5,39448
Severe Storm,New Hampshire,2013,March,Debris Removal,5,39299
Severe Storm,South Dakota,2013,June,Protective Measures,2,39141
Severe Storm,Tennessee,2020,July,Roads and Bridges,4,39114
Severe Storm,Tennessee,2014,August,State Management,29,38558
Severe Storm,Nebraska,2018,August,Emergency Protective Measures,5,38360
Severe Storm,New York,2024,January,Utilities,6,38333
Severe Storm,Iowa,2011,May,Roads and Bridges,2,38280
Severe Storm,New York,2013,April,Recreational or Other,3,37988
Severe Storm,New Mexico,2013,September,Public Utilities,8,37859
Severe Storm,Oregon,2019,May,Emergency Work Donated Resources,9,37834
Severe Storm,New Hampshire,2013,August,State Management,2,37622
Severe Storm,Vermont,2020,January,Buildings and Equipment,19,37409
Severe Storm,Oklahoma,2010,February,Recreational or Other,6,37367
Severe Storm,Iowa,2011,May,Recreational or Other,2,37169
Severe Storm,Oklahoma,2010,July,Recreational or Other,1,37052
Severe Storm,Montana,2014,October,Protective Measures,1,36894
Severe Storm,New York,2024,January,Water Control Facilities,6,36867
Severe Storm,Kentucky,2011,July,Public Utilities,2,36684
Severe Storm,California,2017,May,Debris Removal,10,36628
Severe Storm,South Dakota,2013,August,State Management,2,36611
Severe Storm,New Jersey,2016,March,Public Utilities,11,36400
Severe Storm,Mississippi,2013,February,Recreational or Other,2,36098
Severe Storm,Iowa,2011,May,Public Buildings,4,35929
Severe Storm,Mississippi,2010,April,Recreational or Other,3,35395
Severe Storm,Nebraska,2013,November,State Management,2,35369
Severe Storm,Alaska,2022,January,Debris Removal,9,35337
Severe Storm,Maryland,2014,April,State Management,1,35051
Severe Storm,Alaska,2022,March,Emergency Protective Measures,12,35028
Severe Storm,Tennessee,2019,December,Emergency Work Donated Resources,8,35003
Severe Storm,West Virginia,2018,July,Utilities,4,34939
Severe Storm,Hawaii,2020,July,Emergency Protective Measures,2,34841
Severe Storm,Connecticut,2011,November,Roads and Bridges,8,34706
Severe Storm,Oklahoma,2014,January,Public Buildings,4,34612
Severe Storm,Oregon,2024,April,Utilities,5,34540
Severe Storm,Oklahoma,2011,May,Recreational or Other,21,34338
Severe Storm,Idaho,2015,December,Public Buildings,3,33897
Severe Storm,Kansas,2013,October,Recreational or Other,3,33798
Severe Storm,Louisiana,2013,February,Debris Removal,5,33402
Severe Storm,Kentucky,2023,April,Emergency Work Donated Resources,8,33076
Severe Storm,Rhode Island,2015,April,Recreational or Other,7,33004
Severe Storm,Maine,2011,February,Water Control Facilities,4,32738
Severe Storm,South Dakota,2013,June,State Management,3,32581
Severe Storm,Oregon,2011,February,Debris Removal,1,32554
