incident_type,state_name,incident_year,month,damageCategory,avg_month,total_amount
Flood,Louisiana,2016,March,Water Control Facilities,15,7458888
Flood,Michigan,2014,September,Debris Removal,3,7450014
Flood,North Dakota,2020,July,Roads and Bridges,7,7378072
Flood,North Carolina,2013,October,Roads and Bridges,4,7306398
Flood,California,2011,January,Roads and Bridges,5,7299584
Flood,Minnesota,2019,June,Management Costs,14,7276183
Flood,Utah,2023,December,Debris Removal,5,7248583
Flood,Iowa,2011,June,Public Buildings,7,7215748
Flood,Missouri,2019,May,Roads and Bridges,10,6989328
Flood,South Carolina,2015,October,Debris Removal,8,6909591
Flood,Louisiana,2016,February,Protective Measures,5,6887863
Flood,Washington,2016,February,Roads and Bridges,16,6869723
Flood,Minnesota,2014,July,Recreational or Other,6,6671161
Flood,Vermont,2021,September,Roads and Bridges,10,6557903
Flood,Minnesota,2018,September,Utilities,8,6489198
Flood,New Mexico,2010,September,Roads and Bridges,5,6405055
Flood,Texas,2016,June,Public Utilities,10,6403159
Flood,Iowa,2016,October,Protective Measures,5,6395994
Flood,Missouri,2016,January,Protective Measures,6,6342149
Flood,Nebraska,2011,August,Public Utilities,6,6284791
Flood,Missouri,2017,June,Emergency Protective Measures,5,6241597
Flood,South Dakota,2010,May,Protective Measures,7,6223604
Flood,Illinois,2013,May,Protective Measures,5,6196407
Flood,South Dakota,2014,July,Roads and Bridges,2,6188645
Flood,Illinois,2013,May,Recreational or Other,7,6176919
Flood,Maryland,2011,October,Roads and Bridges,6,6170981
Flood,Missouri,2016,January,Public Utilities,7,6116952
Flood,Michigan,2018,August,"Parks, Recreational Facilities, and Other Items",12,6114317
Flood,New York,2013,July,Water Control Facilities,14,6086797
Flood,California,2011,January,Debris Removal,4,6076021
Flood,Wisconsin,2016,October,Roads and Bridges,8,6032133
Flood,South Carolina,2015,October,Public Buildings,9,5861050
Flood,South Carolina,2015,October,Water Control Facilities,19,5854814
Flood,Wisconsin,2017,October,Roads and Bridges,7,5779452
Flood,North Dakota,2011,May,Public Utilities,7,5691217
Flood,Hawaii,2021,May,Roads and Bridges,12,5670058
Flood,Texas,2016,March,Roads and Bridges,6,5652403
Flood,Missouri,2019,May,Water Control Facilities,13,5574933
Flood,Louisiana,2015,July,Recreational or Other,6,5541544
Flood,Minnesota,2014,July,Water Control Facilities,6,5527022
Flood,Idaho,2017,April,Roads and Bridges,7,5504477
Flood,Louisiana,2016,March,Debris Removal,6,5454730
Flood,New Mexico,2017,December,Water Control Facilities,3,5454597
Flood,New York,2017,November,Emergency Protective Measures,10,5349976
Flood,North Carolina,2021,September,Buildings and Equipment,12,5239917
Flood,California,2017,March,Water Control Facilities,12,5182872
Flood,Alaska,2013,June,Roads and Bridges,2,5163514
Flood,Nebraska,2011,August,Recreational or Other,7,5146443
Flood,Missouri,2017,June,Debris Removal,6,5060865
Flood,Iowa,2011,June,Roads and Bridges,6,5005316
Flood,Minnesota,2010,April,Roads and Bridges,4,5004808
Flood,Illinois,2013,May,Public Utilities,6,5003318
Flood,Louisiana,2019,September,Roads and Bridges,18,4820294
Flood,New York,2013,July,Public Buildings,9,4769558
Flood,Texas,2016,April,Recreational or Other,13,4731484
Flood,Pennsylvania,2018,November,Debris Removal,10,4719373
Flood,South Carolina,2015,October,State Management,1,4691769
Flood,Vermont,2013,August,Roads and Bridges,4,4588215
Flood,North Dakota,2010,March,Protective Measures,3,4542934
Flood,North Dakota,2011,May,Recreational or Other,7,4531610
Flood,South Dakota,2023,July,Roads and Bridges,4,4524094
Flood,Michigan,2014,September,Public Buildings,5,4480133
Flood,New Hampshire,2023,September,Roads and Bridges,8,4477161
Flood,North Dakota,2017,July,Roads and Bridges,5,4463790
Flood,Wisconsin,2018,October,Water Control Facilities,22,4441383
Flood,Texas,2016,June,State Management,49,4418023
Flood,Colorado,2015,July,Roads and Bridges,5,4415602
Flood,California,2017,March,Recreational or Other,12,4380000
Flood,Mississippi,2016,March,Roads and Bridges,4,4354461
Flood,Alaska,2013,June,Water Control Facilities,1,4331433
Flood,Wisconsin,2018,August,Roads and Bridges,10,4293118
Flood,Alaska,2023,August,"Parks, Recreational Facilities, and Other Items",8,4261024
Flood,Indiana,2018,May,Roads and Bridges,7,4216625
Flood,Mississippi,2011,May,Protective Measures,5,4181072
Flood,California,2011,January,Recreational or Other,5,4163441
Flood,New York,2013,July,Protective Measures,9,4141017
Flood,Minnesota,2019,June,Emergency Protective Measures,9,4128406
Flood,Washington,2017,April,Recreational or Other,7,4117582
Flood,South Carolina,2020,March,Roads and Bridges,9,4114792
Flood,Iowa,2013,May,Roads and Bridges,5,4085212
Flood,West Virginia,2018,April,Management Costs,42,4057404
Flood,Minnesota,2018,September,Water Control Facilities,12,4055481
Flood,California,2017,March,Protective Measures,9,4039015
Flood,Louisiana,2017,October,Emergency Protective Measures,11,4019897
Flood,Louisiana,2016,March,Public Utilities,8,4015129
Flood,Wisconsin,2018,October,"Parks, Recreational Facilities, and Other Items",13,3984844
Flood,Idaho,2019,June,Roads and Bridges,9,3944520
Flood,Minnesota,2014,July,Debris Removal,5,3938335
Flood,West Virginia,2010,June,Roads and Bridges,1,3900478
Flood,Oregon,2020,April,Water Control Facilities,25,3888793
Flood,New Mexico,2012,August,Protective Measures,6,3828119
Flood,Maine,2024,January,Roads and Bridges,7,3785844
Flood,Minnesota,2016,November,Roads and Bridges,3,3742620
Flood,Maryland,2016,September,Protective Measures,8,3731444
Flood,Texas,2016,April,Public Utilities,8,3721770
Flood,Colorado,2015,July,Recreational or Other,6,3707733
Flood,Alaska,2023,August,Roads and Bridges,9,3642671
Flood,North Carolina,2021,September,Debris Removal,7,3624826
Flood,Texas,2016,June,Debris Removal,7,3622652
Flood,New York,2013,July,State Management,74,3611333
Flood,Louisiana,2016,March,Recreational or Other,8,3577677
Flood,Louisiana,2011,August,Protective Measures,6,3542112
Flood,South Dakota,2019,September,Roads and Bridges,10,3522073
Flood,Minnesota,2014,July,Protective Measures,5,3513185
Flood,South Dakota,2011,May,Debris Removal,7,3509951
Flood,Missouri,2019,May,Emergency Protective Measures,9,3506077
Flood,New York,2018,October,Debris Removal,21,3495043
Flood,Pennsylvania,2018,November,Management Costs,13,3417151
Flood,Washington,2017,April,Public Buildings,8,3393218
Flood,Missouri,2016,January,Recreational or Other,7,3376033
Flood,Iowa,2011,June,Debris Removal,5,3301299
Flood,Kentucky,2015,May,Protective Measures,6,3299819
Flood,Texas,2016,April,Protective Measures,10,3265617
Flood,North Carolina,2021,September,"Parks, Recreational Facilities, and Other Items",8,3249052
Flood,New York,2018,October,Management Costs,37,3182339
Flood,Louisiana,2019,September,Debris Removal,9,3160840
Flood,New Mexico,2013,October,Public Utilities,7,3157188
Flood,Iowa,2011,June,Water Control Facilities,7,3155353
Flood,Nebraska,2011,August,Debris Removal,7,3153925
Flood,Idaho,2017,October,Recreational or Other,10,3150990
Flood,Missouri,2011,August,Roads and Bridges,5,3140986
Flood,Minnesota,2010,April,Protective Measures,3,3127850
Flood,Louisiana,2016,March,State Management,3,3123265
Flood,Ohio,2019,April,Management Costs,16,3116606
Flood,New York,2011,June,Public Utilities,6,3024494
Flood,Oklahoma,2016,July,Roads and Bridges,19,3019525
Flood,Minnesota,2019,June,"Parks, Recreational Facilities, and Other Items",15,3014408
Flood,Kentucky,2022,July,"Parks, Recreational Facilities, and Other Items",13,2991408
Flood,North Dakota,2013,May,Protective Measures,4,2985941
Flood,Minnesota,2010,April,Water Control Facilities,5,2926097
Flood,Iowa,2016,October,Debris Removal,5,2905165
Flood,Wyoming,2017,August,Water Control Facilities,7,2895414
Flood,Missouri,2017,June,"Parks, Recreational Facilities, and Other Items",9,2884262
Flood,Texas,2016,April,State Management,48,2872146
Flood,Louisiana,2015,July,Protective Measures,5,2832827
Flood,Nebraska,2010,April,Roads and Bridges,6,2823368
Flood,New Mexico,2010,September,Water Control Facilities,4,2823149
Flood,North Dakota,2023,July,Roads and Bridges,5,2818584
Flood,Missouri,2017,June,Direct Administrative Costs,2,2812544
Flood,North Carolina,2021,September,Emergency Protective Measures,6,2758895
Flood,Iowa,2016,October,Roads and Bridges,5,2749320
Flood,California,2017,April,Public Buildings,11,2724044
Flood,Utah,2011,August,Protective Measures,4,2711922
Flood,Utah,2011,February,Water Control Facilities,3,2693074
Flood,Missouri,2016,January,Debris Removal,6,2652156
Flood,North Carolina,2021,September,Management Costs,10,2647550
Flood,Wisconsin,2018,October,Debris Removal,9,2631179
Flood,Michigan,2013,June,Roads and Bridges,4,2599809
Flood,Oregon,2012,March,Public Utilities,3,2598474
Flood,Wisconsin,2018,October,Emergency Protective Measures,8,2595794
Flood,Illinois,2013,May,Debris Removal,5,2593518
Flood,Alaska,2013,June,Recreational or Other,4,2566620
Flood,Michigan,2018,August,Debris Removal,8,2520416
Flood,California,2011,January,State Management,42,2516441
Flood,Washington,2017,April,Debris Removal,7,2508688
Flood,North Dakota,2013,May,Roads and Bridges,3,2492211
Flood,Idaho,2011,May,Roads and Bridges,4,2469895
Flood,Indiana,2018,May,Water Control Facilities,8,2451891
Flood,Utah,2011,February,Public Utilities,2,2450179
Flood,Pennsylvania,2011,September,State Management,46,2440439
Flood,California,2017,March,State Management,26,2429143
Flood,Montana,2023,October,Roads and Bridges,6,2403248
Flood,Washington,2017,April,Public Utilities,10,2351084
Flood,Oregon,2020,April,Roads and Bridges,14,2348695
Flood,Louisiana,2019,September,Management Costs,16,2345670
Flood,Texas,2016,March,State Management,46,2333499
Flood,Idaho,2017,August,Roads and Bridges,8,2330525
Flood,Iowa,2014,July,Debris Removal,4,2326631
Flood,California,2017,March,Public Buildings,11,2221258
Flood,Arizona,2018,November,Roads and Bridges,22,2201217
Flood,West Virginia,2018,April,"Parks, Recreational Facilities, and Other Items",7,2195259
Flood,New Mexico,2013,October,Public Buildings,17,2169934
Flood,Missouri,2019,May,Management Costs,12,2149819
Flood,Iowa,2016,September,Roads and Bridges,4,2125432
Flood,Montana,2013,July,Roads and Bridges,2,2125239
Flood,Minnesota,2014,July,Public Utilities,5,2122475
Flood,South Dakota,2011,May,Public Utilities,8,2119907
Flood,New Mexico,2013,October,Recreational or Other,7,2108902
Flood,Mississippi,2016,March,Recreational or Other,8,2090861
Flood,Michigan,2014,September,Public Utilities,4,2061442
Flood,California,2019,March,Roads and Bridges,16,2047470
Flood,Washington,2017,April,Protective Measures,6,2043391
Flood,Missouri,2019,May,Utilities,10,2030477
Flood,Minnesota,2018,September,Section 324 Management Costs,3,1981256
Flood,North Dakota,2011,May,Water Control Facilities,8,1969091
Flood,Utah,2017,April,Roads and Bridges,7,1967657
Flood,Maryland,2011,October,Protective Measures,6,1959342
Flood,West Virginia,2013,July,Roads and Bridges,2,1942154
Flood,Illinois,2013,May,Public Buildings,6,1936165
Flood,Iowa,2014,July,Recreational or Other,6,1885664
Flood,Wisconsin,2018,October,Section 324 Management Costs,4,1819963
Flood,Vermont,2017,August,"Parks, Recreational Facilities, and Other Items",36,1813534
Flood,North Dakota,2010,April,State Management,35,1785576
Flood,New York,2013,July,Recreational or Other,8,1737568
Flood,Nebraska,2011,August,Roads and Bridges,6,1726186
Flood,Iowa,2011,June,Recreational or Other,7,1719847
Flood,Utah,2011,February,Recreational or Other,5,1708042
Flood,Missouri,2016,January,Public Buildings,7,1699017
Flood,Wisconsin,2018,October,Utilities,11,1695106
Flood,Texas,2016,June,Recreational or Other,10,1683128
Flood,Pennsylvania,2018,November,Utilities,10,1676438
Flood,Wyoming,2015,July,Roads and Bridges,5,1666892
Flood,Missouri,2011,August,Water Control Facilities,6,1662490
Flood,Nebraska,2011,August,Water Control Facilities,13,1651136
Flood,Texas,2016,April,Public Buildings,9,1648792
Flood,South Dakota,2011,May,Water Control Facilities,13,1640747
Flood,Montana,2018,August,Roads and Bridges,5,1628762
Flood,Michigan,2018,August,Direct Administrative Costs,14,1622057
Flood,Utah,2011,August,Roads and Bridges,3,1617533
Flood,Missouri,2019,May,Debris Removal,10,1613667
Flood,Pennsylvania,2018,November,Water Control Facilities,12,1607908
Flood,Wisconsin,2018,August,"Parks, Recreational Facilities, and Other Items",20,1603782
Flood,Vermont,2013,June,Roads and Bridges,3,1592898
Flood,Virginia,2022,September,Debris Removal,9,1592464
Flood,Wyoming,2010,July,Protective Measures,4,1567050
Flood,Kentucky,2015,May,Public Utilities,7,1547523
Flood,Louisiana,2011,August,Roads and Bridges,6,1532636
Flood,Texas,2016,March,Public Utilities,10,1530063
Flood,North Dakota,2014,August,Roads and Bridges,2,1521961
Flood,Iowa,2011,June,State Management,11,1508934
Flood,Missouri,2011,August,Debris Removal,5,1503871
Flood,Montana,2014,April,Roads and Bridges,1,1500037
Flood,Wisconsin,2018,October,Management Costs,20,1475964
Flood,Minnesota,2019,June,Debris Removal,10,1469375
Flood,Utah,2023,December,Roads and Bridges,7,1467012
Flood,Minnesota,2011,May,Water Control Facilities,6,1435892
Flood,North Carolina,2013,September,Recreational or Other,5,1435109
Flood,South Dakota,2014,July,Recreational or Other,2,1430500
Flood,Iowa,2016,October,Recreational or Other,6,1428631
Flood,Ohio,2018,April,Debris Removal,6,1428166
Flood,South Dakota,2019,September,Water Control Facilities,14,1428075
Flood,Colorado,2015,July,Protective Measures,3,1422697
Flood,Utah,2011,August,Recreational or Other,7,1412877
Flood,Arizona,2018,November,Water Control Facilities,16,1411722
Flood,Minnesota,2011,May,Debris Removal,5,1408146
Flood,Washington,2017,April,State Management,18,1407348
Flood,Minnesota,2018,September,Debris Removal,7,1404368
Flood,Ohio,2018,April,Section 324 Management Costs,3,1400623
Flood,Minnesota,2014,July,State Management,1,1387851
Flood,Wisconsin,2016,October,Public Utilities,7,1382373
Flood,Colorado,2015,July,Public Utilities,3,1380204
Flood,Minnesota,2018,September,"Parks, Recreational Facilities, and Other Items",9,1378436
Flood,Arizona,2014,November,Debris Removal,13,1375551
Flood,Utah,2011,August,Debris Removal,3,1370470
Flood,Iowa,2016,October,Public Utilities,7,1367748
Flood,North Dakota,2020,July,Emergency Protective Measures,7,1365624
Flood,Alaska,2013,June,State Management,102,1365450
Flood,North Carolina,2021,September,Utilities,6,1363358
Flood,New Mexico,2013,October,State Management,10,1337073
Flood,Missouri,2011,August,Public Utilities,5,1335984
Flood,Pennsylvania,2018,November,Section 324 Management Costs,3,1333750
Flood,North Dakota,2010,April,Protective Measures,5,1333171
Flood,Kansas,2011,September,Protective Measures,3,1316450
Flood,Texas,2016,March,Debris Removal,5,1296155
Flood,Michigan,2013,June,Protective Measures,3,1289281
Flood,South Carolina,2020,March,Debris Removal,6,1273634
Flood,Iowa,2014,July,Protective Measures,6,1272591
Flood,Indiana,2018,May,Emergency Protective Measures,5,1268515
Flood,Oregon,2012,March,Recreational or Other,3,1268462
Flood,South Dakota,2014,July,Water Control Facilities,5,1268237
Flood,North Dakota,2020,January,Management Costs,9,1259486
Flood,Utah,2012,November,Water Control Facilities,3,1258708
Flood,North Dakota,2020,January,Emergency Protective Measures,6,1248702
Flood,Iowa,2016,September,Recreational or Other,6,1244198
Flood,Washington,2016,February,Public Utilities,12,1242150
Flood,Illinois,2013,May,State Management,3,1229233
Flood,Arizona,2014,November,Water Control Facilities,16,1219274
Flood,Maine,2024,January,Emergency Protective Measures,6,1216200
Flood,Louisiana,2015,July,Debris Removal,6,1215358
Flood,Vermont,2014,June,Roads and Bridges,4,1211853
Flood,Vermont,2013,August,Recreational or Other,5,1207178
Flood,Mississippi,2011,May,Roads and Bridges,5,1188514
Flood,Pennsylvania,2018,November,"Parks, Recreational Facilities, and Other Items",9,1172773
Flood,Iowa,2014,July,Public Utilities,5,1149603
Flood,Washington,2016,February,Recreational or Other,17,1148855
Flood,North Dakota,2020,July,Management Costs,10,1147129
Flood,New York,2011,June,Protective Measures,5,1141754
Flood,Kentucky,2015,May,State Management,7,1138136
Flood,California,2011,January,Public Buildings,5,1136774
Flood,Iowa,2016,October,Water Control Facilities,8,1133746
Flood,South Dakota,2014,July,Protective Measures,2,1123440
Flood,New York,2011,June,Debris Removal,6,1116181
Flood,Missouri,2016,January,State Management,2,1106696
Flood,New Hampshire,2011,July,Roads and Bridges,2,1104690
Flood,Indiana,2018,May,Debris Removal,5,1085572
Flood,Ohio,2018,April,Emergency Protective Measures,7,1070549
Flood,Oregon,2020,April,Management Costs,23,1060293
Flood,Virginia,2022,September,Management Costs,11,1056423
Flood,New Mexico,2010,September,Debris Removal,3,1048885
Flood,Indiana,2018,May,Section 324 Management Costs,3,1046644
Flood,Pennsylvania,2018,November,Emergency Protective Measures,7,1025563
Flood,Washington,2017,April,Water Control Facilities,8,1025095
Flood,Mississippi,2016,March,Public Utilities,3,1020654
Flood,New Mexico,2011,November,Roads and Bridges,8,1017336
Flood,Michigan,2018,August,Section 324 Management Costs,2,1010108
Flood,Alaska,2023,August,Buildings and Equipment,9,1002709
Flood,Iowa,2016,September,Public Utilities,6,998056
Flood,Mississippi,2011,May,Debris Removal,5,997899
Flood,Maine,2023,September,Roads and Bridges,9,983940
Flood,New Mexico,2012,August,State Management,2,976976
Flood,Iowa,2023,August,Emergency Protective Measures,6,965213
Flood,Minnesota,2023,July,Management Costs,7,960061
Flood,Maryland,2016,September,Public Utilities,5,959626
Flood,South Carolina,2020,March,Utilities,6,953595
Flood,Vermont,2017,August,Direct Administrative Costs,15,953559
Flood,Arizona,2014,November,Roads and Bridges,13,948002
Flood,Iowa,2013,May,Recreational or Other,5,945085
Flood,Alaska,2014,January,Roads and Bridges,18,943930
Flood,Alaska,2013,June,Public Buildings,4,933349
Flood,New York,2011,June,State Management,77,930825
Flood,North Dakota,2020,July,Water Control Facilities,8,927970
Flood,Louisiana,2016,August,Recreational or Other,13,926635
Flood,Mississippi,2016,March,Protective Measures,3,921857
Flood,Texas,2016,June,Water Control Facilities,13,916215
Flood,Michigan,2014,September,Protective Measures,4,915532
Flood,Wisconsin,2018,August,Management Costs,15,914381
Flood,New Mexico,2011,November,State Management,2,907891
Flood,Kentucky,2015,May,Debris Removal,7,905485
Flood,Oregon,2012,March,Protective Measures,3,904268
Flood,New Hampshire,2021,September,Roads and Bridges,16,902093
Flood,Michigan,2018,August,Emergency Protective Measures,7,892736
Flood,Utah,2011,February,Roads and Bridges,2,880811
Flood,Minnesota,2014,July,Public Buildings,6,879900
Flood,Iowa,2014,July,Public Buildings,7,878169
Flood,Maryland,2011,October,Recreational or Other,6,867425
Flood,Iowa,2014,July,State Management,7,860629
Flood,Oklahoma,2016,July,Public Utilities,20,851974
Flood,Mississippi,2016,March,Public Buildings,3,849128
Flood,New Mexico,2012,August,Roads and Bridges,10,844948
Flood,Iowa,2014,July,Water Control Facilities,5,842016
Flood,Montana,2019,May,Roads and Bridges,6,839339
Flood,New Hampshire,2021,October,Management Costs,19,829937
Flood,South Dakota,2019,September,Debris Removal,9,828118
Flood,Ohio,2018,April,Direct Administrative Costs,12,826534
Flood,Michigan,2018,August,Utilities,10,824069
Flood,Kansas,2011,September,Public Utilities,4,823972
Flood,Wisconsin,2018,August,Water Control Facilities,8,821216
Flood,Minnesota,2016,November,Public Utilities,5,813140
Flood,Alaska,2011,June,Protective Measures,2,807642
Flood,South Dakota,2011,May,State Management,2,802786
Flood,Maine,2024,January,Debris Removal,7,802637
Flood,Wisconsin,2017,October,Debris Removal,7,800424
Flood,Minnesota,2010,April,Debris Removal,3,796716
Flood,New York,2018,October,"Parks, Recreational Facilities, and Other Items",25,785466
Flood,Oregon,2020,April,"Parks, Recreational Facilities, and Other Items",20,783537
Flood,Minnesota,2018,September,Emergency Protective Measures,8,781501
Flood,New York,2018,October,Emergency Protective Measures,16,780720
Flood,Montana,2023,August,Roads and Bridges,5,780131
Flood,Missouri,2011,August,Recreational or Other,6,768057
Flood,New York,2011,June,Water Control Facilities,6,765938
Flood,West Virginia,2018,April,Debris Removal,7,765446
Flood,New York,2018,October,Utilities,22,759480
Flood,Oregon,2012,March,Debris Removal,4,758218
Flood,Minnesota,2016,November,Water Control Facilities,4,753928
Flood,Washington,2016,February,Debris Removal,7,751457
Flood,New York,2017,November,Section 324 Management Costs,8,750942
Flood,Oregon,2012,March,Water Control Facilities,3,741046
Flood,Maryland,2011,October,Public Utilities,5,739113
Flood,North Carolina,2013,October,Public Utilities,13,736943
Flood,West Virginia,2013,July,Public Buildings,2,736764
Flood,Wisconsin,2016,October,Recreational or Other,8,734019
Flood,Louisiana,2015,July,Public Utilities,6,733694
Flood,West Virginia,2010,June,Debris Removal,1,730228
Flood,North Dakota,2023,July,Water Control Facilities,8,725696
Flood,Arizona,2014,November,Public Buildings,8,720093
Flood,Maryland,2011,October,Debris Removal,5,716169
Flood,Pennsylvania,2016,December,Debris Removal,3,715113
Flood,New Mexico,2010,September,Public Buildings,23,714209
Flood,Minnesota,2023,July,Emergency Protective Measures,5,704764
Flood,North Dakota,2020,January,Utilities,6,704182
Flood,Colorado,2015,July,State Management,1,699677
Flood,New York,2011,June,Recreational or Other,7,697441
Flood,Maryland,2016,September,Debris Removal,4,695761
Flood,North Dakota,2013,May,Debris Removal,2,694910
Flood,North Dakota,2010,April,Debris Removal,5,688858
Flood,Ohio,2018,April,Buildings and Equipment,8,684965
Flood,South Dakota,2023,July,Water Control Facilities,5,679811
Flood,Texas,2016,June,Public Buildings,9,672197
Flood,Maryland,2016,September,Roads and Bridges,34,669111
Flood,Ohio,2018,April,Utilities,8,665633
Flood,South Carolina,2020,March,Management Costs,10,665016
Flood,New York,2017,November,Roads and Bridges,15,664539
Flood,Vermont,2023,October,Roads and Bridges,9,658892
Flood,Oregon,2020,April,Utilities,18,650872
Flood,Washington,2016,February,Protective Measures,6,650837
Flood,Montana,2018,October,Roads and Bridges,7,649219
Flood,New Mexico,2013,October,Protective Measures,6,632650
Flood,Louisiana,2011,May,State Management,2,632286
Flood,Minnesota,2011,May,State Management,10,626610
Flood,Ohio,2018,April,"Parks, Recreational Facilities, and Other Items",8,617974
Flood,Utah,2017,April,Water Control Facilities,6,612352
Flood,Iowa,2016,October,State Management,4,608356
Flood,Pennsylvania,2016,December,Protective Measures,3,604753
Flood,Iowa,2023,August,Debris Removal,8,602531
Flood,California,2015,January,Roads and Bridges,10,600132
Flood,Wisconsin,2017,October,Section 324 Management Costs,3,589803
Flood,Missouri,2011,August,State Management,8,583132
Flood,Texas,2016,April,Water Control Facilities,12,581128
Flood,Virginia,2021,October,Debris Removal,14,580895
Flood,Maine,2023,September,"Parks, Recreational Facilities, and Other Items",8,576676
Flood,Iowa,2013,May,Public Utilities,5,572925
Flood,Idaho,2017,April,Water Control Facilities,7,570608
Flood,Vermont,2014,June,Recreational or Other,6,568137
Flood,Louisiana,2015,July,Roads and Bridges,6,560843
Flood,Wyoming,2017,August,Roads and Bridges,6,556740
Flood,Iowa,2013,May,Debris Removal,3,555995
Flood,Missouri,2017,June,Water Control Facilities,8,551603
Flood,Vermont,2021,September,Management Costs,14,549811
Flood,Arizona,2018,November,Utilities,10,549070
Flood,North Dakota,2010,April,Water Control Facilities,5,546936
Flood,Washington,2016,February,State Management,22,541698
Flood,Iowa,2013,May,Water Control Facilities,4,537983
Flood,Idaho,2017,May,Debris Removal,7,537443
Flood,Minnesota,2016,November,Debris Removal,3,537273
Flood,Virginia,2021,October,Roads and Bridges,16,535599
Flood,West Virginia,2010,June,Protective Measures,1,533586
Flood,Virginia,2022,September,Roads and Bridges,8,527790
Flood,Utah,2011,February,Protective Measures,1,522487
Flood,Idaho,2017,October,Protective Measures,7,519108
Flood,Mississippi,2016,March,Water Control Facilities,4,515710
Flood,New Mexico,2011,November,Protective Measures,5,506800
Flood,North Dakota,2013,May,State Management,31,505700
Flood,Colorado,2015,July,Debris Removal,4,503059
Flood,Wyoming,2010,July,Recreational or Other,10,499246
Flood,Oregon,2012,March,State Management,2,497222
Flood,Louisiana,2016,August,Water Control Facilities,10,496978
Flood,Minnesota,2016,November,Protective Measures,3,496026
Flood,West Virginia,2024,January,Roads and Bridges,5,494289
Flood,Wisconsin,2017,October,"Parks, Recreational Facilities, and Other Items",8,494046
Flood,Minnesota,2023,July,Water Control Facilities,7,493580
Flood,Montana,2018,October,Water Control Facilities,5,490616
Flood,Virginia,2022,September,Emergency Protective Measures,6,487196
Flood,Michigan,2013,June,Recreational or Other,3,486838
Flood,Arizona,2022,September,Emergency Protective Measures,6,481412
Flood,Ohio,2019,April,Emergency Protective Measures,9,480581
Flood,Indiana,2018,May,"Parks, Recreational Facilities, and Other Items",6,476604
Flood,Maryland,2011,October,Public Buildings,6,473518
Flood,Wyoming,2017,August,Direct Administrative Costs,2,471936
Flood,New Mexico,2017,December,Direct Administrative Costs,8,471593
Flood,Wisconsin,2017,October,Utilities,7,468634
Flood,Pennsylvania,2018,November,Buildings and Equipment,9,467219
Flood,Wisconsin,2018,August,Debris Removal,11,463947
Flood,Idaho,2017,April,Protective Measures,5,458124
Flood,Iowa,2013,May,State Management,7,453048
Flood,Pennsylvania,2016,December,Recreational or Other,4,447775
Flood,Virginia,2022,September,Buildings and Equipment,7,446594
Flood,Minnesota,2011,May,Public Utilities,6,440250
Flood,New Hampshire,2023,September,Emergency Protective Measures,7,439988
Flood,Illinois,2013,May,Water Control Facilities,6,437583
Flood,Wyoming,2010,July,Roads and Bridges,7,437568
Flood,Indiana,2018,May,Utilities,6,434505
Flood,Iowa,2023,August,Management Costs,7,433224
Flood,Arizona,2014,November,Protective Measures,10,430910
Flood,Utah,2017,April,Protective Measures,6,425015
Flood,West Virginia,2018,April,Emergency Protective Measures,5,423944
Flood,West Virginia,2024,January,Utilities,6,423365
Flood,Vermont,2017,August,Water Control Facilities,17,420205
Flood,Maine,2023,July,Management Costs,11,419399
Flood,New Mexico,2010,September,State Management,10,415473
Flood,South Dakota,2014,July,Debris Removal,2,415204
Flood,Oregon,2020,April,Debris Removal,25,414949
Flood,Ohio,2018,April,Water Control Facilities,10,413668
Flood,New Mexico,2011,November,Water Control Facilities,8,411255
Flood,Alaska,2011,June,Public Buildings,3,410357
Flood,Oregon,2012,March,Public Buildings,3,410002
Flood,North Dakota,2017,July,Direct Administrative Costs,18,409307
Flood,Wisconsin,2016,October,Debris Removal,7,405731
Flood,North Carolina,2021,September,Water Control Facilities,10,405386
Flood,Alaska,2013,June,Debris Removal,4,400844
Flood,Louisiana,2019,September,"Parks, Recreational Facilities, and Other Items",7,399179
Flood,Iowa,2016,September,Debris Removal,6,398034
Flood,Missouri,2011,August,Public Buildings,6,390027
Flood,Iowa,2013,May,Protective Measures,3,387883
Flood,North Dakota,2020,January,Debris Removal,5,386586
Flood,Pennsylvania,2016,December,State Management,2,385895
Flood,New York,2018,October,Water Control Facilities,17,382623
Flood,West Virginia,2013,July,Public Utilities,7,382259
Flood,Kentucky,2015,May,Recreational or Other,8,381863
Flood,Texas,2016,March,Recreational or Other,6,380908
Flood,Utah,2023,December,Emergency Protective Measures,6,377844
Flood,Arizona,2014,November,State Management,22,376198
Flood,Louisiana,2019,September,Water Control Facilities,11,375675
Flood,South Dakota,2014,July,Public Utilities,1,371364
Flood,North Dakota,2013,May,Water Control Facilities,3,370172
Flood,North Dakota,2023,July,"Parks, Recreational Facilities, and Other Items",7,368086
Flood,South Dakota,2019,September,Management Costs,14,364680
Flood,Nebraska,2011,August,State Management,6,363488
Flood,Maine,2024,January,Management Costs,5,362743
Flood,New Mexico,2012,August,Water Control Facilities,16,362468
Flood,Minnesota,2016,November,Recreational or Other,3,361351
Flood,Idaho,2017,May,State Management,1,360031
Flood,South Dakota,2010,May,State Management,6,357532
Flood,South Carolina,2020,March,Emergency Protective Measures,5,353559
Flood,Maryland,2016,September,Recreational or Other,6,349649
Flood,Missouri,2016,January,Water Control Facilities,9,349495
Flood,Minnesota,2011,May,Recreational or Other,6,345328
Flood,Minnesota,2010,April,State Management,2,345224
